#{"t_start": 1743034456.1590307, "env_id": "PandaReach-v3"}
r,l,t
-2.0,3,-18715.281517
-5.0,6,-18715.27635
-5.0,6,-18715.261732
-3.0,4,-18715.255945
-3.0,4,-18715.252373
-1.0,2,-18715.2489
-16.0,17,-18715.234017
-3.0,4,-18715.221987
-10.0,11,-18715.207535
-3.0,4,-18715.196492
-5.0,6,-18715.186723
-2.0,3,-18715.181581
-3.0,4,-18715.177279
0.0,1,-18715.174854
-4.0,5,-18715.170175
0.0,1,-18715.166235
-5.0,6,-18715.161075
-3.0,4,-18715.155637
-3.0,4,-18715.152152
-2.0,3,-18715.149346
-5.0,6,-18715.14419
-4.0,5,-18715.137547
-7.0,8,-18715.12626
-2.0,3,-18715.122888
-5.0,6,-18715.117156
-8.0,9,-18715.100996
-2.0,3,-18715.088703
-5.0,6,-18715.083381
-16.0,17,-18715.068094
0.0,1,-18715.066184
-6.0,7,-18715.059977
-7.0,8,-18715.051644
-3.0,4,-18715.046645
-5.0,6,-18715.036435
-5.0,6,-18715.028584
-3.0,4,-18715.021519
-1.0,2,-18715.014928
-3.0,4,-18715.011209
-2.0,3,-18715.005671
0.0,1,-18715.004608
-4.0,5,-18714.995463
-1.0,2,-18714.989834
-6.0,7,-18714.983229
-9.0,10,-18714.966092
-3.0,4,-18714.954561
-3.0,4,-18714.946388
-5.0,6,-18714.935552
-3.0,4,-18714.929845
-6.0,7,-18714.918882
-9.0,10,-18714.907741
-3.0,4,-18714.896211
-5.0,6,-18714.886329
-3.0,4,-18714.879764
-6.0,7,-18714.868735
-3.0,4,-18714.863096
-2.0,3,-18714.855084
0.0,1,-18714.853928
-6.0,7,-18714.843873
-7.0,8,-18714.834662
0.0,1,-18714.832473
-2.0,3,-18714.829462
-4.0,5,-18714.820405
-4.0,5,-18714.811864
-4.0,5,-18714.803825
-3.0,4,-18714.796195
-6.0,7,-18714.785207
-8.0,9,-18714.775668
-6.0,7,-18714.768837
-8.0,9,-18714.758905
-5.0,6,-18714.752851
0.0,1,-18714.748409
-3.0,4,-18714.744673
-2.0,3,-18714.73844
-4.0,5,-18714.733962
-11.0,12,-18714.722618
-6.0,7,-18714.709702
-4.0,5,-18714.703753
-4.0,5,-18714.694792
-1.0,2,-18714.689194
-14.0,15,-18714.675759
-3.0,4,-18714.671094
-4.0,5,-18714.666318
-3.0,4,-18714.654086
-4.0,5,-18714.644516
-1.0,2,-18714.639363
-2.0,3,-18714.636477
-1.0,2,-18714.630665
-6.0,7,-18714.623755
-3.0,4,-18714.612392
-3.0,4,-18714.603927
-2.0,3,-18714.596155
-2.0,3,-18714.593454
-2.0,3,-18714.588538
-2.0,3,-18714.585903
-4.0,5,-18714.578268
-5.0,6,-18714.568849
-2.0,3,-18714.563313
-5.0,6,-18714.557361
-1.0,2,-18714.547221
-3.0,4,-18714.54337
-4.0,5,-18714.536638
-3.0,4,-18714.528996
-3.0,4,-18714.520494
-7.0,8,-18714.508884
-10.0,11,-18714.49782
-3.0,4,-18714.487112
0.0,1,-18714.481195
-5.0,6,-18714.475399
-3.0,4,-18714.470722
-6.0,7,-18714.463809
-10.0,11,-18714.453117
-2.0,3,-18714.445657
-10.0,11,-18714.435846
-3.0,4,-18714.4289
-2.0,3,-18714.42611
-1.0,2,-18714.422487
-6.0,7,-18714.4162
-6.0,7,-18714.409573
-3.0,4,-18714.404023
-3.0,4,-18714.400379
-1.0,2,-18714.397027
-12.0,13,-18714.384445
-2.0,3,-18714.379667
-3.0,4,-18714.375859
-3.0,4,-18714.370509
-3.0,4,-18714.366573
-4.0,5,-18714.361116
-1.0,2,-18714.355316
-8.0,9,-18714.34607
-2.0,3,-18714.337308
-1.0,2,-18714.335128
-2.0,3,-18714.329508
-2.0,3,-18714.326312
-6.0,7,-18714.314591
-1.0,2,-18714.304184
-4.0,5,-18714.299343
-4.0,5,-18714.294325
-4.0,5,-18714.285383
-2.0,3,-18714.279298
-4.0,5,-18714.274869
-3.0,4,-18714.270427
-5.0,6,-18714.26434
-4.0,5,-18714.252315
-2.0,3,-18714.245508
-3.0,4,-18714.241806
-5.0,6,-18714.235271
-3.0,4,-18714.228098
-2.0,3,-18714.220553
-5.0,6,-18714.214957
-2.0,3,-18714.203611
-3.0,4,-18714.199814
-8.0,9,-18714.191088
-3.0,4,-18714.18675
-2.0,3,-18714.184032
-3.0,4,-18714.177224
-1.0,2,-18714.175252
-7.0,8,-18714.168426
-5.0,6,-18714.159812
-2.0,3,-18714.153702
-2.0,3,-18714.15083
-5.0,6,-18714.143031
-2.0,3,-18714.136225
0.0,1,-18714.134752
-4.0,5,-18714.127136
-2.0,3,-18714.120423
-2.0,3,-18714.11755
-2.0,3,-18714.112162
-2.0,3,-18714.109168
-1.0,2,-18714.104808
-6.0,7,-18714.098343
-6.0,7,-18714.082961
-1.0,2,-18714.079779
-3.0,4,-18714.075905
-6.0,7,-18714.066844
-3.0,4,-18714.060119
-4.0,5,-18714.051839
-4.0,5,-18714.043458
-6.0,7,-18714.03318
-2.0,3,-18714.029054
-2.0,3,-18714.026046
-5.0,6,-18714.017278
-3.0,4,-18714.011228
-2.0,3,-18714.008218
-13.0,14,-18713.996214
-2.0,3,-18713.986338
-2.0,3,-18713.983565
-8.0,9,-18713.973572
-1.0,2,-18713.971247
-2.0,3,-18713.968081
-4.0,5,-18713.95952
-10.0,11,-18713.946483
-6.0,7,-18713.932371
-3.0,4,-18713.927468
-3.0,4,-18713.918791
-7.0,8,-18713.907208
-6.0,7,-18713.899706
-7.0,8,-18713.890704
-2.0,3,-18713.886717
-4.0,5,-18713.881616
-2.0,3,-18713.869509
-6.0,7,-18713.857769
-4.0,5,-18713.851561
-1.0,2,-18713.845524
-14.0,15,-18713.83232
-3.0,4,-18713.827519
-5.0,6,-18713.822132
-6.0,7,-18713.807653
-12.0,13,-18713.793903
-1.0,2,-18713.787015
-7.0,8,-18713.77954
-3.0,4,-18713.76845
-5.0,6,-18713.758558
-6.0,7,-18713.748239
-5.0,6,-18713.741297
-8.0,9,-18713.730886
-6.0,7,-18713.715675
-7.0,8,-18713.70744
-1.0,2,-18713.702561
-5.0,6,-18713.697241
-6.0,7,-18713.690801
-8.0,9,-18713.680773
-2.0,3,-18713.66912
-5.0,6,-18713.663835
-2.0,3,-18713.652121
-3.0,4,-18713.648322
-3.0,4,-18713.644035
-6.0,7,-18713.63785
-6.0,7,-18713.623591
-3.0,4,-18713.618826
-5.0,6,-18713.613513
-6.0,7,-18713.598927
-7.0,8,-18713.590164
-4.0,5,-18713.574851
0.0,1,-18713.570876
-6.0,7,-18713.564968
-5.0,6,-18713.557487
0.0,1,-18713.554537
-3.0,4,-18713.542106
-9.0,10,-18713.526172
-3.0,4,-18713.518336
-8.0,9,-18713.505571
-3.0,4,-18713.492406
-1.0,2,-18713.486109
-7.0,8,-18713.478093
-4.0,5,-18713.466942
-2.0,3,-18713.46062
-3.0,4,-18713.45681
-2.0,3,-18713.452273
-5.0,6,-18713.446517
-8.0,9,-18713.429406
-10.0,11,-18713.410646
-3.0,4,-18713.401079
-12.0,13,-18713.385163
0.0,1,-18713.378452
-4.0,5,-18713.37401
-4.0,5,-18713.366926
-14.0,15,-18712.882186
-16.0,17,-18712.861111
-3.0,4,-18712.848665
-4.0,5,-18712.839019
-2.0,3,-18712.832873
-1.0,2,-18712.830832
-1.0,2,-18712.826816
-4.0,5,-18712.8152
-3.0,4,-18712.807951
-2.0,3,-18712.800404
-3.0,4,-18712.796671
-2.0,3,-18712.792736
-3.0,4,-18712.788724
-5.0,6,-18712.781419
-2.0,3,-18712.77556
-4.0,5,-18712.770774
-2.0,3,-18712.767661
-7.0,8,-18712.759839
-3.0,4,-18712.749553
-3.0,4,-18712.741455
-3.0,4,-18712.73271
-2.0,3,-18712.724528
-2.0,3,-18712.716789
-4.0,5,-18712.711761
-4.0,5,-18712.697975
-2.0,3,-18712.691493
-2.0,3,-18712.688494
-4.0,5,-18712.683647
-1.0,2,-18712.681664
-3.0,4,-18712.674434
-4.0,5,-18712.665201
-2.0,3,-18712.658503
-2.0,3,-18712.655777
-4.0,5,-18712.648831
-2.0,3,-18712.641981
-5.0,6,-18712.636285
-1.0,2,-18712.625895
-4.0,5,-18712.621117
-1.0,2,-18712.61795
-7.0,8,-18712.611171
-2.0,3,-18712.600275
-8.0,9,-18712.592474
-2.0,3,-18712.583216
-2.0,3,-18712.580205
0.0,1,-18712.577292
-2.0,3,-18712.574322
-6.0,7,-18712.563067
0.0,1,-18712.560372
-2.0,3,-18712.557455
-4.0,5,-18712.547918
-5.0,6,-18712.538668
-6.0,7,-18712.530032
-2.0,3,-18712.525158
-2.0,3,-18712.522478
-6.0,7,-18712.513171
0.0,1,-18712.510303
-4.0,5,-18712.505598
-3.0,4,-18712.499181
-5.0,6,-18712.48841
-5.0,6,-18712.480883
-6.0,7,-18712.469761
-3.0,4,-18712.455892
-3.0,4,-18712.448172
-1.0,2,-18712.44155
-2.0,3,-18712.432714
-3.0,4,-18712.428999
-2.0,3,-18712.42514
-5.0,6,-18712.419233
-4.0,5,-18712.404567
-3.0,4,-18712.399122
-5.0,6,-18712.388916
-2.0,3,-18712.382812
0.0,1,-18712.381713
-4.0,5,-18712.372899
-2.0,3,-18712.366649
-3.0,4,-18712.363183
-4.0,5,-18712.35716
-2.0,3,-18712.349375
-6.0,7,-18712.343127
-1.0,2,-18712.333228
-3.0,4,-18712.329357
-2.0,3,-18712.32427
-2.0,3,-18712.320156
-2.0,3,-18712.316685
-2.0,3,-18712.31391
-7.0,8,-18712.303888
-2.0,3,-18712.299895
-3.0,4,-18712.296276
-2.0,3,-18712.291422
-6.0,7,-18712.285211
-7.0,8,-18712.269978
-7.0,8,-18712.261961
-2.0,3,-18712.257959
-1.0,2,-18712.256058
-2.0,3,-18712.249484
-4.0,5,-18712.244823
-2.0,3,-18712.241745
-2.0,3,-18712.2387
-3.0,4,-18712.231938
-3.0,4,-18712.223595
-3.0,4,-18712.215174
-5.0,6,-18712.204872
-3.0,4,-18712.198786
-2.0,3,-18712.190444
-3.0,4,-18712.186716
-1.0,2,-18712.183809
-4.0,5,-18712.17896
-2.0,3,-18712.174643
-11.0,12,-18712.164345
-4.0,5,-18712.155243
-3.0,4,-18712.148259
-2.0,3,-18712.140541
-4.0,5,-18712.136113
-3.0,4,-18712.132123
0.0,1,-18712.131044
-3.0,4,-18712.123466
-2.0,3,-18712.115757
-3.0,4,-18712.112175
-6.0,7,-18712.104588
-3.0,4,-18712.098264
-4.0,5,-18712.088843
-3.0,4,-18712.081555
-4.0,5,-18712.071949
-4.0,5,-18712.063611
-5.0,6,-18712.054471
0.0,1,-18712.05072
-2.0,3,-18712.04776
0.0,1,-18712.04224
-7.0,8,-18712.035407
-1.0,2,-18712.024449
-6.0,7,-18712.018147
-4.0,5,-18712.005191
-3.0,4,-18711.997691
-3.0,4,-18711.989164
-4.0,5,-18711.980136
-10.0,11,-18711.966503
-3.0,4,-18711.95595
-3.0,4,-18711.947477
-3.0,4,-18711.938951
-3.0,4,-18711.930761
-4.0,5,-18711.921386
-3.0,4,-18711.914093
-8.0,9,-18711.90107
-6.0,7,-18711.885959
-1.0,2,-18711.883246
-2.0,3,-18711.880495
-1.0,2,-18711.873653
-2.0,3,-18711.870894
-6.0,7,-18711.861586
-3.0,4,-18711.856052
-10.0,11,-18711.841599
-2.0,3,-18711.831692
-3.0,4,-18711.828136
-2.0,3,-18711.824002
-1.0,2,-18711.822076
-2.0,3,-18711.814812
-2.0,3,-18711.812012
-6.0,7,-18711.803501
-5.0,6,-18711.796422
-8.0,9,-18711.785286
-2.0,3,-18711.7823
-3.0,4,-18711.778662
-1.0,2,-18711.774679
-2.0,3,-18711.771836
-2.0,3,-18711.764759
-4.0,5,-18711.760347
0.0,1,-18711.758661
-5.0,6,-18711.753379
-3.0,4,-18711.747868
-3.0,4,-18711.744278
-12.0,13,-18711.732145
-2.0,3,-18711.723478
0.0,1,-18711.722273
-3.0,4,-18711.713969
-12.0,13,-18711.697592
-4.0,5,-18711.687797
-12.0,13,-18711.67274
-8.0,9,-18711.660049
-4.0,5,-18711.654952
-7.0,8,-18711.643175
-3.0,4,-18711.639103
-1.0,2,-18711.637199
-3.0,4,-18711.630471
-2.0,3,-18711.62274
-1.0,2,-18711.620479
-5.0,6,-18711.611782
-1.0,2,-18711.607226
-3.0,4,-18711.603174
-4.0,5,-18711.596416
-2.0,3,-18711.589621
-2.0,3,-18711.586619
-1.0,2,-18711.582163
-4.0,5,-18711.57755
-1.0,2,-18711.573971
-5.0,6,-18711.56859
-3.0,4,-18711.563498
-4.0,5,-18711.553691
-1.0,2,-18711.548525
-2.0,3,-18711.54517
-4.0,5,-18711.538025
-6.0,7,-18711.526837
-2.0,3,-18711.523241
-3.0,4,-18711.519426
-3.0,4,-18711.513962
-3.0,4,-18711.510268
-1.0,2,-18711.507246
-1.0,2,-18711.505239
-4.0,5,-18711.496096
-7.0,8,-18711.485008
-4.0,5,-18711.479473
-2.0,3,-18711.472743
-12.0,13,-18711.461275
-3.0,4,-18711.455266
-4.0,5,-18711.450673
-1.0,2,-18711.448805
-2.0,3,-18711.445939
-4.0,5,-18711.437729
-3.0,4,-18711.430065
-1.0,2,-18711.423385
-7.0,8,-18711.416593
-1.0,2,-18711.406553
-2.0,3,-18711.403625
-4.0,5,-18711.395748
-7.0,8,-18711.384947
-3.0,4,-18711.379829
-9.0,10,-18711.366199
-3.0,4,-18711.354352
-7.0,8,-18711.34252
-3.0,4,-18711.338017
-9.0,10,-18711.324667
-5.0,6,-18711.31118
-4.0,5,-18711.303967
-4.0,5,-18711.295609
-2.0,3,-18711.288764
0.0,1,-18711.28765
-4.0,5,-18711.277908
-1.0,2,-18711.273186
-8.0,9,-18711.2658
-3.0,4,-18711.254324
-3.0,4,-18711.246335
-2.0,3,-18711.238306
-5.0,6,-18711.232569
-3.0,4,-18711.221014
-6.0,7,-18711.210058
-4.0,5,-18711.203605
-2.0,3,-18711.197082
-3.0,4,-18711.193625
-4.0,5,-18711.186223
-6.0,7,-18711.176813
-6.0,7,-18711.169045
-10.0,11,-18711.156997
-1.0,2,-18711.147293
-6.0,7,-18711.140689
-3.0,4,-18711.128701
-5.0,6,-18711.118809
-1.0,2,-18711.114155
-6.0,7,-18711.107831
-4.0,5,-18711.094636
-3.0,4,-18711.086215
-2.0,3,-18711.07866
-17.0,18,-18711.063907
-4.0,5,-18711.05218
-3.0,4,-18711.044819
-6.0,7,-18711.033958
-2.0,3,-18711.029769
-2.0,3,-18711.021624
-2.0,3,-18711.018983
-11.0,12,-18711.005794
-2.0,3,-18710.996055
-10.0,11,-18710.985953
-1.0,2,-18710.980818
-2.0,3,-18710.977942
-3.0,4,-18710.970524
-1.0,2,-18710.963768
-7.0,8,-18710.956734
-4.0,5,-18710.944386
-3.0,4,-18710.93724
-2.0,3,-18710.929631
-6.0,7,-18710.922425
-1.0,2,-18710.913546
-7.0,8,-18710.90657
-3.0,4,-18710.894849
-3.0,4,-18710.887017
-8.0,9,-18710.873743
-2.0,3,-18710.861902
-10.0,11,-18710.852504
-1.0,2,-18710.846865
-2.0,3,-18710.844037
-20.0,21,-18710.822132
-8.0,9,-18710.807302
-2.0,3,-18710.795864
-3.0,4,-18710.792058
-3.0,4,-18710.786945
-3.0,4,-18710.778523
0.0,1,-18710.772353
-1.0,2,-18710.770376
-2.0,3,-18710.767499
-11.0,12,-18710.756839
-6.0,7,-18710.741959
-4.0,5,-18710.736058
0.0,1,-18710.730842
-2.0,3,-18710.727675
-5.0,6,-18710.717981
-6.0,7,-18710.708835
-2.0,3,-18710.704311
-3.0,4,-18710.700708
-3.0,4,-18710.695181
-3.0,4,-18710.691298
-2.0,3,-18710.687726
-7.0,8,-18710.68088
-4.0,5,-18710.667967
-3.0,4,-18710.661659
-2.0,3,-18710.653914
-1.0,2,-18710.651781
-2.0,3,-18710.645685
-2.0,3,-18710.642834
-5.0,6,-18710.634633
-3.0,4,-18710.628228
-4.0,5,-18710.618496
-2.0,3,-18710.612009
-11.0,12,-18710.600879
-3.0,4,-18710.594905
-4.0,5,-18710.590637
-3.0,4,-18710.577767
-8.0,9,-18710.564988
-2.0,3,-18710.553062
-2.0,3,-18710.550112
-3.0,4,-18710.546234
-4.0,5,-18710.541602
-3.0,4,-18710.536543
-3.0,4,-18710.532871
-3.0,4,-18710.528416
0.0,1,-18710.527184
-10.0,11,-18710.514103
-2.0,3,-18710.50354
-2.0,3,-18710.500808
-4.0,5,-18710.493929
-7.0,8,-18710.482588
-6.0,7,-18710.475362
-3.0,4,-18710.469461
-2.0,3,-18710.466558
-6.0,7,-18710.460386
-10.0,11,-18710.445944
-5.0,6,-18710.433617
-2.0,3,-18710.428617
-7.0,8,-18710.421288
-2.0,3,-18710.411602
0.0,1,-18710.41047
-2.0,3,-18710.403389
-2.0,3,-18710.400543
-1.0,2,-18710.395049
-4.0,5,-18710.39065
-3.0,4,-18710.386397
-3.0,4,-18710.377331
0.0,1,-18710.371682
-1.0,2,-18710.369383
-10.0,11,-18710.35507
-2.0,3,-18710.344552
-1.0,2,-18710.342527
-2.0,3,-18710.336725
0.0,1,-18710.335564
-4.0,5,-18710.326347
-4.0,5,-18710.318439
-5.0,6,-18710.30902
-3.0,4,-18710.30275
-7.0,8,-18710.295683
-2.0,3,-18710.286507
-3.0,4,-18710.283036
-3.0,4,-18710.276492
-2.0,3,-18710.268578
-3.0,4,-18710.264984
-1.0,2,-18710.261681
0.0,1,-18710.260586
-2.0,3,-18710.257965
-1.0,2,-18710.252753
-1.0,2,-18710.250643
-4.0,5,-18710.242216
-3.0,4,-18710.234676
-1.0,2,-18710.227851
-2.0,3,-18710.225101
-2.0,3,-18710.218752
-5.0,6,-18710.213135
-4.0,5,-18710.200224
-3.0,4,-18710.192737
-4.0,5,-18710.183832
-3.0,4,-18710.175982
-4.0,5,-18710.166783
-6.0,7,-18710.156652
-1.0,2,-18710.15285
-2.0,3,-18710.150001
-5.0,6,-18710.142042
-5.0,6,-18710.133603
-6.0,7,-18710.124352
-8.0,9,-18710.113491
-2.0,3,-18710.102634
-9.0,10,-18710.093854
-2.0,3,-18710.086075
-6.0,7,-18710.079757
-2.0,3,-18710.069009
-6.0,7,-18710.062704
-3.0,4,-18710.051669
-2.0,3,-18710.044354
-1.0,2,-18710.042422
-2.0,3,-18710.036057
-4.0,5,-18710.031318
-4.0,5,-18710.026247
-2.0,3,-18710.018992
-2.0,3,-18710.016174
-4.0,5,-18710.009333
-8.0,9,-18709.996071
-4.0,5,-18709.983577
-8.0,9,-18709.971217
-3.0,4,-18709.959503
0.0,1,-18709.952828
-3.0,4,-18709.949205
-3.0,4,-18709.942022
-10.0,11,-18709.928446
-4.0,5,-18709.917293
-4.0,5,-18709.907588
-1.0,2,-18709.90341
-7.0,8,-18709.889188
-3.0,4,-18709.883723
-5.0,6,-18709.873394
-5.0,6,-18709.86495
-9.0,10,-18709.853042
-3.0,4,-18709.842746
-2.0,3,-18709.835382
-1.0,2,-18709.833169
0.0,1,-18709.828686
-3.0,4,-18709.824882
-2.0,3,-18709.818734
-2.0,3,-18709.815945
-1.0,2,-18709.811437
-7.0,8,-18709.804387
-4.0,5,-18709.791873
-7.0,8,-18709.781423
-1.0,2,-18709.778064
-1.0,2,-18709.775959
-5.0,6,-18709.765644
-5.0,6,-18709.75793
-3.0,4,-18709.750771
-2.0,3,-18709.743263
-8.0,9,-18709.257092
-6.0,7,-18709.2472
-1.0,2,-18709.244382
-2.0,3,-18709.240821
-4.0,5,-18709.233323
-1.0,2,-18709.227409
-6.0,7,-18709.220609
-4.0,5,-18709.208043
-4.0,5,-18709.200108
-2.0,3,-18709.193439
-3.0,4,-18709.189852
-3.0,4,-18709.18401
-2.0,3,-18709.176406
-3.0,4,-18709.172725
-2.0,3,-18709.168611
-3.0,4,-18709.164612
-2.0,3,-18709.159897
-5.0,6,-18709.154795
-3.0,4,-18709.15005
-2.0,3,-18709.147193
-3.0,4,-18709.141696
-8.0,9,-18709.133754
-2.0,3,-18709.12563
-5.0,6,-18709.119344
-6.0,7,-18709.10512
-3.0,4,-18709.099987
-4.0,5,-18709.095442
-3.0,4,-18709.082796
-3.0,4,-18709.07463
-5.0,6,-18709.063756
-3.0,4,-18709.058395
-2.0,3,-18709.055178
-2.0,3,-18709.052394
0.0,1,-18709.051057
-9.0,10,-18709.042615
0.0,1,-18709.035279
-3.0,4,-18709.031117
-6.0,7,-18709.02259
-3.0,4,-18709.01646
-3.0,4,-18709.007491
-3.0,4,-18708.999306
-10.0,11,-18708.984664
-2.0,3,-18708.975135
-7.0,8,-18708.96831
-4.0,5,-18708.956794
-1.0,2,-18708.951197
-2.0,3,-18708.948334
-1.0,2,-18708.942894
-3.0,4,-18708.939051
-3.0,4,-18708.932768
-2.0,3,-18708.925156
-3.0,4,-18708.921624
-3.0,4,-18708.916052
-5.0,6,-18708.905501
-6.0,7,-18708.896231
-2.0,3,-18708.890864
-2.0,3,-18708.887957
-4.0,5,-18708.880714
-3.0,4,-18708.873122
-2.0,3,-18708.866806
-5.0,6,-18708.855468
-3.0,4,-18708.849472
-5.0,6,-18708.843731
-3.0,4,-18708.839603
-2.0,3,-18708.833356
-2.0,3,-18708.830409
-4.0,5,-18708.82352
-2.0,3,-18708.816316
-5.0,6,-18708.81081
-4.0,5,-18708.79795
-5.0,6,-18708.788534
-8.0,9,-18708.776922
-2.0,3,-18708.766308
-1.0,2,-18708.763958
-2.0,3,-18708.75817
-3.0,4,-18708.754485
-5.0,6,-18708.747492
-5.0,6,-18708.739062
-7.0,8,-18708.728388
-3.0,4,-18708.724367
-4.0,5,-18708.719738
-2.0,3,-18708.716646
-11.0,12,-18708.705502
-4.0,5,-18708.698204
-2.0,3,-18708.69138
-3.0,4,-18708.687571
-4.0,5,-18708.6817
-3.0,4,-18708.673423
-5.0,6,-18708.663538
-5.0,6,-18708.654883
-7.0,8,-18708.644966
-2.0,3,-18708.64182
0.0,1,-18708.640746
-4.0,5,-18708.636259
0.0,1,-18708.634955
-4.0,5,-18708.630566
-3.0,4,-18708.623601
-3.0,4,-18708.614834
-9.0,10,-18708.598167
-2.0,3,-18708.591027
-7.0,8,-18708.583808
-2.0,3,-18708.574452
0.0,1,-18708.573158
-5.0,6,-18708.563358
-2.0,3,-18708.557532
-3.0,4,-18708.553799
-8.0,9,-18708.544593
-2.0,3,-18708.540981
-2.0,3,-18708.53783
-1.0,2,-18708.533739
-4.0,5,-18708.529395
-3.0,4,-18708.523684
-6.0,7,-18708.517128
-3.0,4,-18708.513595
-3.0,4,-18708.506809
-3.0,4,-18708.498209
-2.0,3,-18708.49064
-2.0,3,-18708.487678
-2.0,3,-18708.482415
-2.0,3,-18708.479566
-2.0,3,-18708.47413
-1.0,2,-18708.472182
-1.0,2,-18708.466317
-1.0,2,-18708.464388
-5.0,6,-18708.454731
-3.0,4,-18708.447932
-2.0,3,-18708.439957
-4.0,5,-18708.435125
-3.0,4,-18708.422463
-4.0,5,-18708.413198
-3.0,4,-18708.406273
-3.0,4,-18708.397609
-3.0,4,-18708.389574
-3.0,4,-18708.381195
-8.0,9,-18708.368175
0.0,1,-18708.358217
-4.0,5,-18708.353535
-1.0,2,-18708.348611
-3.0,4,-18708.344847
-4.0,5,-18708.33741
-4.0,5,-18708.329183
-2.0,3,-18708.322542
-7.0,8,-18708.314207
-6.0,7,-18708.302699
-4.0,5,-18708.295861
-6.0,7,-18708.285831
-3.0,4,-18708.280066
-3.0,4,-18708.271306
-4.0,5,-18708.262625
-2.0,3,-18708.256031
-2.0,3,-18708.253083
-3.0,4,-18708.246396
-2.0,3,-18708.240081
-1.0,2,-18708.232425
-3.0,4,-18708.228528
-2.0,3,-18708.223698
-1.0,2,-18708.221724
-4.0,5,-18708.212916
-2.0,3,-18708.206717
-8.0,9,-18708.198408
0.0,1,-18708.191482
-1.0,2,-18708.189521
-2.0,3,-18708.186819
-3.0,4,-18708.180766
-4.0,5,-18708.171076
-1.0,2,-18708.165728
-3.0,4,-18708.162103
-7.0,8,-18708.152415
-3.0,4,-18708.14722
-1.0,2,-18708.140615
-4.0,5,-18708.136257
-2.0,3,-18708.131856
-6.0,7,-18708.125205
-1.0,2,-18708.115031
-4.0,5,-18708.110266
-3.0,4,-18708.104483
-4.0,5,-18708.099995
-2.0,3,-18708.096735
-6.0,7,-18708.090226
-2.0,3,-18708.079533
-3.0,4,-18708.075976
0.0,1,-18708.07463
-2.0,3,-18708.064077
-3.0,4,-18708.060487
-6.0,7,-18708.052904
-6.0,7,-18708.044608
-2.0,3,-18708.039377
-3.0,4,-18708.035532
-6.0,7,-18708.027391
-3.0,4,-18708.021828
-1.0,2,-18708.014899
-4.0,5,-18708.01057
-6.0,7,-18708.002539
-1.0,2,-18707.998127
-4.0,5,-18707.993012
-2.0,3,-18707.989965
-3.0,4,-18707.985288
-8.0,9,-18707.976002
-1.0,2,-18707.965178
-3.0,4,-18707.961482
-2.0,3,-18707.956291
-1.0,2,-18707.954331
-2.0,3,-18707.947561
-3.0,4,-18707.94391
-1.0,2,-18707.940548
-3.0,4,-18707.936636
-5.0,6,-18707.928191
-2.0,3,-18707.922786
-2.0,3,-18707.919726
-1.0,2,-18707.914933
-2.0,3,-18707.912059
-4.0,5,-18707.903549
-2.0,3,-18707.897415
-3.0,4,-18707.893536
-2.0,3,-18707.889584
-2.0,3,-18707.886752
-4.0,5,-18707.87901
-3.0,4,-18707.87176
-3.0,4,-18707.862926
-3.0,4,-18707.854369
-3.0,4,-18707.846644
-4.0,5,-18707.83738
-4.0,5,-18707.828669
-2.0,3,-18707.822311
-2.0,3,-18707.819382
-2.0,3,-18707.814149
-2.0,3,-18707.811214
0.0,1,-18707.807619
-2.0,3,-18707.804726
0.0,1,-18707.799003
-3.0,4,-18707.795314
-2.0,3,-18707.789304
-2.0,3,-18707.786439
-3.0,4,-18707.779946
-5.0,6,-18707.769366
-3.0,4,-18707.763443
-3.0,4,-18707.759346
-2.0,3,-18707.755845
-6.0,7,-18707.749785
-4.0,5,-18707.744669
-3.0,4,-18707.735519
-3.0,4,-18707.72854
-7.0,8,-18707.716795
-4.0,5,-18707.710019
-2.0,3,-18707.704584
-4.0,5,-18707.700032
-3.0,4,-18707.695703
0.0,1,-18707.694586
-2.0,3,-18707.686653
-3.0,4,-18707.679054
-3.0,4,-18707.670036
-4.0,5,-18707.661901
-4.0,5,-18707.653099
-3.0,4,-18707.646056
-3.0,4,-18707.637702
-3.0,4,-18707.629255
-2.0,3,-18707.621772
-2.0,3,-18707.618982
-1.0,2,-18707.614467
-10.0,11,-18707.604535
-3.0,4,-18707.596039
-1.0,2,-18707.589238
-2.0,3,-18707.586283
-2.0,3,-18707.580281
-7.0,8,-18707.573193
-2.0,3,-18707.563053
-3.0,4,-18707.559341
-3.0,4,-18707.553718
-9.0,10,-18707.545238
-2.0,3,-18707.53789
-4.0,5,-18707.533454
-2.0,3,-18707.529248
-3.0,4,-18707.525425
-2.0,3,-18707.520796
-3.0,4,-18707.517116
-4.0,5,-18707.511762
-3.0,4,-18707.503764
-4.0,5,-18707.494479
-1.0,2,-18707.488834
-2.0,3,-18707.486071
-5.0,6,-18707.475633
-1.0,2,-18707.472457
-3.0,4,-18707.461899
-2.0,3,-18707.454697
-3.0,4,-18707.451076
-2.0,3,-18707.446683
-2.0,3,-18707.443944
0.0,1,-18707.440028
-3.0,4,-18707.434626
-4.0,5,-18707.428305
-9.0,10,-18707.415493
-2.0,3,-18707.404298
-1.0,2,-18707.402318
-4.0,5,-18707.394817
-3.0,4,-18707.386991
-2.0,3,-18707.37914
-3.0,4,-18707.370686
-1.0,2,-18707.362767
-2.0,3,-18707.359705
-3.0,4,-18707.353958
-10.0,11,-18707.343663
-3.0,4,-18707.337095
